20150101,30,10,47
20150102,73,44,101
20150103,38,26,59
20150104,39,-3,80
20150105,24,9,38
20150106,28,6,58
20150107,45,24,72
20150108,65,36,82
20150109,99,58,137
20150110,95,54,133
20150111,64,49,82
20150112,84,64,102
20150113,86,41,110
20150114,44,31,60
20150115,79,58,103
20150116,55,27,83
20150117,30,-9,59
20150118,22,10,33
20150119,10,5,16
20150120,8,-22,37
20150121,-5,-19,15
20150122,-12,-29,4
20150123,-28,-57,-13
20150124,22,-17,68
20150125,37,-21,56
20150126,59,41,83
20150127,51,30,77
20150128,53,30,72
20150129,24,2,45
20150130,17,-3,44
20150131,10,-25,44
20150201,26,-15,57
20150202,20,6,55
20150203,17,-16,63
20150204,2,-40,53
20150205,-7,-38,20
20150206,-2,-20,31
20150207,15,-51,55
20150208,50,34,67
20150209,57,44,72
20150210,57,46,72
20150211,42,31,54
20150212,26,-3,45
20150213,46,-3,99
20150214,66,47,102
20150215,26,-35,67
20150216,9,-49,77
20150217,33,-30,90
20150218,18,-34,81
20150219,35,-3,74
20150220,53,34,65
20150221,32,4,63
20150222,32,-18,68
20150223,59,27,98
20150224,54,35,89
20150225,48,16,87
20150226,63,37,83
20150227,49,-3,82
20150228,51,-5,91
20150301,83,60,107
20150302,53,16,84
20150303,44,30,75
20150304,51,28,76
20150305,57,11,103
20150306,66,46,90
20150307,84,40,139
20150308,93,40,157
20150309,88,67,113
20150310,76,-7,113
20150311,27,-20,95
20150312,54,-29,127
20150313,46,7,92
20150314,34,7,53
20150315,56,45,68
20150316,63,6,128
20150317,76,-17,178
20150318,56,6,88
20150319,68,7,126
20150320,49,6,93
20150321,64,39,93
20150322,43,-15,86
20150323,31,-29,93
20150324,57,-21,115
20150325,59,50,69
20150326,50,3,73
20150327,57,-4,89
20150328,69,-6,117
20150329,93,75,113
20150330,72,53,91
20150331,90,58,111
20150401,65,34,91
20150402,63,41,86
20150403,70,45,95
20150404,54,18,94
20150405,53,-22,113
20150406,69,16,117
20150407,71,6,132
20150408,86,39,142
20150409,104,19,181
20150410,113,27,196
20150411,90,26,136
20150412,100,21,155
20150413,84,41,128
20150414,119,32,200
20150415,138,54,230
20150416,99,64,134
20150417,85,52,129
20150418,90,41,144
20150419,78,-6,152
20150420,109,43,171
20150421,100,22,174
20150422,85,34,121
20150423,94,37,155
20150424,124,15,204
20150425,121,86,150
20150426,106,79,139
20150427,80,-3,126
20150428,60,-22,118
20150429,89,14,147
20150430,98,58,142
20150501,87,31,133
20150502,97,4,158
20150503,130,69,170
20150504,154,117,194
20150505,154,86,222
20150506,122,85,155
20150507,118,75,162
20150508,142,78,194
20150509,133,91,161
20150510,128,42,191
20150511,176,91,256
20150512,146,112,175
20150513,127,76,181
20150514,112,59,167
20150515,94,39,144
20150516,105,41,149
20150517,119,68,162
20150518,111,77,140
20150519,100,74,137
20150520,105,67,147
20150521,119,25,174
20150522,149,86,199
20150523,124,60,157
20150524,126,25,199
20150525,124,97,153
20150526,118,75,158
20150527,135,54,189
20150528,129,57,165
20150529,111,56,158
20150530,112,66,154
20150531,126,79,165
20150601,127,61,161
20150602,148,111,177
20150603,138,63,177
20150604,156,46,220
20150605,214,95,318
20150606,156,85,189
20150607,139,71,189
20150608,125,79,172
20150609,116,75,150
20150610,154,89,208
20150611,179,93,240
20150612,216,128,274
20150613,175,141,213
20150614,153,123,195
20150615,133,76,175
20150616,114,45,177
20150617,160,53,227
20150618,143,115,166
20150619,127,103,153
20150620,130,97,163
20150621,144,121,185
20150622,127,76,153
20150623,126,94,151
20150624,158,117,215
20150625,182,114,240
20150626,205,134,250
20150627,176,103,218
20150628,173,88,232
20150629,180,112,242
20150630,206,97,273
20150701,158,331
20150702,254,190,331
20150703,241,169,291
20150704,256,179,327
20150705,202,157,282
20150706,187,139,238
20150707,198,125,258
20150708,159,127,196
20150709,135,72,176
20150710,165,68,226
20150711,204,139,287
20150712,177,156,204
20150713,174,163,196
20150714,179,140,213
20150715,179,144,211
20150716,196,120,251
20150717,217,175,256
20150718,182,145,221
20150719,162,119,205
